schid,c0110,c0112,c0114,c0116,c0120,c0122,c0124,c0126,c0128,c0130,c0132,c0134,c0136,c0138,c0140,c0141,c0142,c0143,c0144,c0146,c0148,c0150,c0152,c0154,c0156,c0158,c0160,c0162,c0164,c0166,c0168,c0169,c0170,c0171,c0172,c0173,c0174,c0176,c0178,c0180,c0182,c0184,c0186,c0188,c0190,c0192,c0194,c0196,c0198,c0200,c0202,c0204,c0206,c0208,c0210,c0212,c0214,c0216,c0218,c0220,c0222,c0224,c0226,c0228,c0230,c0244,c0246,c0248,c0250,c0252,c0254,c0256,c0258,c0260,c0262,c0264,c0266,c0268,c0270,c0272,c0274,c0276,c0280,c0282,c0284,c0286,c0288,c0290,c0292,c0294,c0296,c0298,c0300,c0302,c0304,c0306,c0308,c0374,c0376,c0378,c0380,c0382,c0384,c0386,c0388,c0390,c0392,c0394,c0396,c0398,c0400,c0402,c0404,c0406,c0408,c0410,c0412,c0414,c0416,c0418,c0420,c0422,c0424,c0426,c0428,c0430,c0432,c0434,c0436,c0438,c0440,c0442,c0444,c0446,c0448,c0450,c0452,c0454,c0456,c0508,c0510,c0512,c0514,c0516,c0518,c0520,c0526,c0528,c0532,c0534,c0536,c0538,c0540_r,c0542_r,c0544_r,c0546_r,c0556_r,c0558_r,c0560,c0562,c0568,c0570,c0572,crisis08,distot08,incid08,incpol08,othact08,outsus08,probwk08,removl08,stuoff08,svinc08,svpol08,transf08,vioinc08,viopol08,disfire08,disweap08,disdrug08,disalc08,disatt08,disins08,ganghate,disrupt,fr_catmn,fr_lvel,fr_size,fr_urban
361,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,1,4,4,5,5,5,5,1,2,1,1,1,2,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,15,10,70,95,4,4,0,4,0,3,0,3,3,98,20,15,7,13,35,17,8,5,1,0,13,0,0,0,24,10,0,0,0,3,10,0,0,3,2,3,3,3
362,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,3,4,4,1,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,3,2,3,3,3,3,2,2,3,3,2,3,3,2,2,5,4,4,5,5,5,5,5,2,-1,1,2,1,2,1,2,2,-1,1,2,2,-1,1,2,1,1,1,2,1,2,1,1,2,-1,1,2,1,2,1,1,2,-1,0,0,0,0,0,0,0,0,12,3,81,88,2,5,3,3,2,1,2,3,3,96,21,17,7,1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,3
363,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,-1,2,1,1,1,1,1,1,1,2,1,2,2,4,4,4,2,1,2,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,5,5,5,5,5,5,5,2,-1,1,2,1,2,2,-1,1,1,1,1,1,2,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,2,-1,1,1,2,-1,0,0,0,0,0,0,0,10,10,20,25,70,3,0,1,0,1,0,1,3,3,95,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4
364,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,4,4,3,3,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,3,3,3,3,2,2,3,3,1,3,3,2,2,4,3,5,5,5,5,5,5,2,-1,1,2,1,2,1,2,2,-1,1,2,2,-1,1,2,1,1,1,2,1,2,1,2,2,-1,2,-1,1,2,1,1,1,2,2,0,0,0,2,0,0,0,10,5,80,95,6,2,1,4,0,0,2,3,3,95,10,10,7,7,9,3,7,0,0,0,7,0,0,0,6,0,0,0,0,0,5,2,0,0,3,1,2,1
365,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,-1,1,1,2,2,2,-1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,3,3,2,2,3,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,5,2,-1,1,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,50,0,0,0,0,0,12,10,0,30,70,80,7,6,0,6,0,1,0,3,3,95,153,101,3,38,160,14,21,10,0,0,89,1,1,7,113,6,3,0,0,3,32,0,0,3,4,2,4,2
368,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,-1,2,1,1,1,1,1,1,1,2,1,1,2,3,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,2,4,1,3,1,4,1,3,5,1,2,1,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,42,0,0,4,32,0,10,1,8,1,75,75,7,8,0,3,1,2,2,4,3,94,54,135,4,89,65,35,67,21,3,0,95,2,2,1,55,31,0,0,0,0,53,36,0,0,4,2,4,4
369,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,2,1,1,1,1,1,2,2,1,1,2,2,3,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,2,2,3,2,2,3,3,3,3,2,2,4,3,4,4,4,4,5,5,1,2,1,2,2,-1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,2,2,-1,1,1,1,1,1,1,2,-1,2,0,0,0,2,0,0,7,10,5,92,80,8,6,4,7,0,4,1,3,3,80,60,80,5,7,31,31,7,0,0,0,7,1,1,0,6,6,0,0,0,0,5,2,1,2,2,3,3,4
370,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,3,3,4,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,3,3,2,2,2,2,2,1,2,2,2,2,5,4,4,4,5,4,5,5,2,-1,1,2,1,2,1,2,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,0,0,0,0,0,0,0,2,5,5,70,70,7,4,0,5,3,3,0,3,3,93,35,35,8,3,11,8,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,1,1,2,4,2
372,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,4,4,5,4,5,5,2,-1,1,2,1,2,1,2,2,-1,1,2,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,6,0,0,0,6,0,0,1,1,0,95,80,7,0,1,6,0,6,0,2,2,95,2,5,6,10,172,52,10,0,0,0,10,0,0,0,17,4,0,0,0,0,4,6,0,2,4,3,4,1
373,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,3,3,1,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,2,1,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,4,1,4,4,5,3,5,5,2,-1,1,1,1,1,1,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,28,0,3,3,18,0,3,3,7,15,85,85,6,8,1,5,1,3,0,3,3,95,27,21,8,28,6,1,21,4,1,0,32,0,0,3,5,0,0,0,0,0,4,24,0,0,2,2,3,4
375,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,3,5,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,3,3,3,1,3,3,2,2,3,3,3,3,2,2,4,2,4,4,1,2,3,5,2,-1,2,-1,1,1,1,1,1,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,333,0,27,74,1022,0,50,38,9,10,50,90,6,5,0,0,11 or more,0,4,1,1,93,162,138,6,1280,112,112,1117,126,3,0,524,0,0,37,87,87,0,4,1,1,151,1123,80,0,4,2,4,2
376,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,-1,1,1,2,-1,1,2,2,2,2,-1,2,1,1,1,1,2,2,2,2,2,1,2,4,3,5,5,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,1,3,2,3,3,2,2,2,1,2,3,2,2,5,4,5,5,5,5,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,0,0,0,0,0,0,0,0,2,5,50,50,2,0,1,0,0,0,1,3,3,95,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4
377,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,2,1,1,1,1,1,1,1,2,1,1,2,4,4,4,1,1,1,2,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,3,2,3,2,3,3,3,3,3,3,3,3,2,2,5,4,4,5,5,5,5,5,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,2,1,2,2,-1,2,-1,1,1,1,1,2,-1,5,0,0,0,0,0,0,50,35,30,15,75,3,2,0,0,0,1,1,3,3,90,90,90,6,11,2,0,10,1,0,0,15,0,0,0,2,0,0,0,0,0,11,0,0,0,4,1,2,1
378,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,-1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,4,4,4,1,1,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,1,2,2,2,3,2,1,2,3,2,2,2,2,2,4,3,3,4,4,3,4,4,2,-1,1,2,1,1,1,2,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,2,1,1,2,-1,164,0,0,0,164,0,1,31,8,25,25,75,10,2,0,0,0,0,1,1,1,95,75,100,6,261,118,2,260,0,0,0,260,0,0,1,112,1,0,2,0,0,95,164,0,0,4,1,2,1
379,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,2,3,3,2,3,3,2,2,4,4,4,2,5,2,5,5,2,-1,1,2,1,2,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,2,128,0,0,0,24,0,0,5,12,20,10,98,4,26 or more,1,11,0,9,0,3,3,95,25,25,8,50,87,17,44,6,2,0,154,0,0,0,23,5,0,1,2,4,19,24,0,1,3,3,4,2
380,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,-1,1,1,2,-1,1,1,1,2,2,-1,2,1,1,1,2,1,2,1,2,2,2,2,2,3,3,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,3,2,2,2,4,3,5,4,5,4,5,5,1,2,1,2,1,2,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,25,0,0,0,0,0,0,9,7,10,75,70,7,11,0,12,0,11 or more,0,2,3,75,8,5,3,16,54,19,11,5,0,0,41,3,3,0,28,13,0,3,0,1,12,0,1,2,4,3,4,1
381,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,2,-1,1,1,2,-1,1,1,2,2,2,-1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,3,2,3,3,3,3,3,2,2,3,2,3,3,2,2,3,3,4,5,5,5,5,5,2,-1,1,2,2,-1,2,-1,2,-1,1,1,2,-1,1,2,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,0,0,0,1,0,0,1,13,5,5,10,6,1,1,2,0,1,0,3,3,96,30,20,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,4
382,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,3,4,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,3,3,3,3,3,3,1,2,3,2,2,3,2,2,4,4,4,3,2,3,5,5,1,2,1,2,1,2,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,4,0,0,2,2,0,0,2,12,0,91,95,7,6,3,4,0,4,0,3,3,95,40,10,7,12,10,6,3,9,1,0,12,0,0,0,3,2,0,2,3,1,2,4,0,1,2,3,3,3
383,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,-1,1,1,2,-1,1,1,1,2,2,-1,2,1,2,1,1,1,1,1,2,1,2,2,4,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,3,3,3,3,3,1,2,3,2,2,4,3,4,4,5,4,5,5,1,2,1,1,1,1,1,2,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,15,0,2,8,5,0,2,3,9,13,60,80,6,8,1,12,0,5,4,3,3,96,75,45,3,19,10,9,5,12,0,0,19,0,0,2,6,6,0,0,0,1,3,15,0,1,3,1,4,4
384,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,4,4,4,5,5,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,8,0,3,0,5,35,10,3,17,10,80,70,6,20,3,20,0,3,1,3,2,93,50,200,6,88,132,28,15,53,2,13,68,22,5,7,62,7,2,3,25,20,30,8,0,0,2,3,4,1
385,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,4,4,5,4,5,5,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,10,0,0,10,0,0,4,2,20,25,60,60,10,10,0,2,2,3,0,3,3,95,10,6,8,19,11,11,0,15,0,0,19,0,0,4,6,6,0,2,2,0,5,10,0,0,1,3,2,4
387,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,2,1,1,1,2,1,2,1,2,1,2,2,4,4,4,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,3,2,3,3,3,3,3,1,3,3,1,3,3,2,2,5,3,5,4,5,4,5,5,2,-1,1,1,2,-1,2,-1,1,2,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,22,0,0,0,22,0,0,2,12,15,90,90,12,3,0,0,1,1,0,3,3,97,28,4,5,29,9,4,29,0,0,0,29,0,0,0,9,4,0,0,0,0,7,22,0,1,1,2,2,3
388,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,1,3,2,1,2,2,2,2,3,3,2,2,2,2,4,3,4,4,5,3,4,5,1,2,1,2,1,2,1,1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,94,0,0,10,71,0,0,58,3,20,25,50,5,5,0,5,0,3,0,2,2,95,60,55,8,152,152,107,111,41,0,0,163,6,6,0,96,51,0,3,22,0,46,81,2,2,4,2,4,1
390,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,4,4,3,2,1,1,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,1,2,1,2,3,3,1,2,1,2,2,1,2,2,2,2,4,3,4,5,5,4,5,5,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,-1,1,2,1,1,1,1,1,1,23,0,0,0,23,2,0,0,18,5,20,55,5,3,0,5,0,1,0,3,3,95,21,13,8,33,18,2,31,0,0,2,33,0,0,0,13,0,2,0,0,0,8,23,0,2,1,2,2,4
393,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,3,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,4,1,2,1,5,1,5,5,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,12,8,60,40,8,8,0,6,2,2,3,3,3,90,20,16,7,12,37,5,9,2,4,0,12,0,0,1,23,2,0,0,2,0,10,0,0,1,2,2,3,2
394,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,-1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,3,3,2,1,2,1,1,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,3,3,1,2,2,3,4,3,4,4,2,5,5,2,-1,1,2,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,2,1,1,1,1,109,0,0,20,89,0,5,30,15,20,75,50,8,6,2,4,0,0,1,2,2,94,80,12,7,157,70,23,114,40,1,0,157,3,3,3,59,12,0,3,0,0,45,109,0,2,4,1,3,1
395,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,-1,1,1,2,-1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,3,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,3,3,3,3,3,1,3,3,1,2,2,2,2,1,1,1,1,4,3,1,5,1,2,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,2461,0,0,0,2461,0,30,10,12,60,40,70,7,21,0,11,0,9,0,2,2,85,307,262,3,3163,125,125,3136,19,5,0,3162,6,6,8,66,66,0,11,14,5,672,2461,150,2,4,3,4,2
397,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,4,4,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,5,4,5,5,1,1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,204,0,0,20,160,1,0,8,16,15,88,100,5,19,0,12,0,10,1,4,3,93,62,132,6,214,58,30,164,49,0,1,237,7,4,0,26,4,0,2,11,4,17,180,0,2,3,3,4,2
398,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,5,2,5,4,5,4,4,5,2,-1,2,-1,1,2,1,1,1,2,1,1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,0,0,0,0,0,0,0,5,15,15,50,75,6,9,0,0,0,8,0,4,3,95,4,5,8,55,114,6,25,30,1,0,40,0,0,0,70,2,0,0,0,0,55,0,2,1,4,2,3,1
399,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,3,4,4,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,2,3,2,2,3,2,2,3,3,2,3,3,2,2,3,3,4,4,2,4,5,5,1,2,1,2,1,2,2,-1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,13,0,0,1,12,0,0,4,34,20,60,60,16,1,1,2,1,0,1,3,3,67,16,18,6,13,7,2,12,1,1,0,13,0,0,0,0,0,0,0,0,0,0,13,1,0,1,4,1,4
401,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,2,-1,1,1,1,1,1,2,2,2,2,-1,2,2,2,1,2,1,2,1,1,2,2,2,3,2,3,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,1,3,3,2,2,4,4,4,4,4,4,4,5,1,1,1,2,1,1,1,2,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,1,2,1,1,1,1,1,1,1,2,1,0,1,0,0,3,3,2,9,1,92,75,5,7,2,5,1,4,0,3,3,88,90,50,3,13,34,9,1,6,0,3,13,0,0,3,6,2,0,1,5,0,6,1,0,0,2,3,4,2
404,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,3,3,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,5,5,5,1,2,1,2,1,1,1,2,1,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,8,0,0,0,8,0,1,1,18,21,65,85,4,5,0,3,0,1,0,3,3,95,60,61,6,12,5,0,8,3,2,0,12,0,0,1,5,0,0,0,0,0,4,8,0,1,3,1,3,4
405,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,4,4,5,5,5,5,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,2,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,5,5,80,80,8,3,2,1,0,1,0,3,3,90,20,25,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4
